/************************************************************/;;;;;;;;;;;;;
/*******  Extract on Mon Oct 02 10:30:19 CEST 2006  ****************/;;;;;;;;;;;;;
/************************************************************/;;;;;;;;;;;;;


id;CustomerName;CustomerAddress;idState;id2;RegTime;RegisterTime;Somme1;Somme2;Somme3;Somme4;Somme5;Somme6;Somme7
845;Salt & Pepper Catering Service;456 Groverland Ave.;48;24;09/05/2000 06:47;1989-04-20 08:20:00.000;19637;69868.6880;27679;232;97085.0142;8.524035E+6;58574248.0
846;Camp Oconomowoc;965 Marion Place Apt. 65C;39;12;28/10/1974 21:22;2000-08-27 14:20:00.000;15536;48142.2746;24085;156;97534.3055;2.389345E+6;106818684.0
847;Jay's Cabinet Company;632 Roger Williams;40;32;03/11/2000 02:28;2006-03-21 12:53:20.000;83552;8760.9365;26702;140;21220.1804;1.365395E+6;547891241.0
848;Mergenthaler Inc.;1482 Concorde Circle;19;46;26/04/2002 08:35;1992-04-09 23:53:20.000;24904;87553.7666;12465;168;87629.7650;1.360977E+6;624914503.0
849;Acturial Enterprises Ltd.;512 Hill;24;6;26/01/1980 09:35;2006-05-10 14:21:36.000;58690;71394.1730;6503;254;64512.2316;3.622664E+6;219326956.0
850;Highland Lanes;1287 Glencoe Ave.;43;33;29/04/1972 01:47;1998-03-22 20:53:20.000;6918.;66432.8533;8376;120;9408.6060;560544.0;739579168.0
851;Vecot Inc.;1077 Court Ave.;43;10;15/09/2005 17:00;1990-02-12 22:00:00.000;35625;65624.5220;863;240;91726.0936;8.83237E+6;127920464.0
852;Percy Photography;231 Sheriden Rd.;44;10;16/05/1972 22:33;1971-06-29 17:13:20.000;92741;46384.3320;3265;232;28077.3487;9.051446E+6;185782948.0
853;Gordon & Son Brockerage Ltd.;5518 Madison St.;32;32;19/03/2003 18:53;1985-03-09 23:46:40.000;22975;19059.6867;2284;155;61120.7532;2.811964E+6;669945518.0
854;Glenwood Credit Union;218 Oakridge Ave.;36;48;19/08/1998 05:13;2000-04-02 19:26:40.000;56368;20000.9471;16302;148;16980.0736;2.95024E+6;424924080.0
855;Griffith Paving and Sealcoatin;1245 Eastwood;42;39;24/08/2003 05:40;1994-10-13 06:48:16.000;64931;45387.7952;24615;60;11161.4820;8.160374E+6;46844370.0
856;P K M Packaging Supply;12 Craven Way;30;40;22/01/2007 21:07;1994-04-29 23:53:20.000;32476;54091.4128;17861;190;25397.8160;6.875062E+6;175520713.0
857;Trapezoid Studios;1270 Linden Ave.;34;19;26/09/1990 06:35;1993-09-25 04:21:36.000;39378;13420.0488;15687;240;4718.1838;4.988566E+6;156797235.0
858;Froggy's Gourmet Catering;1831 Beverly Place #9D;4;24;26/08/1989 03:00;1989-11-01 12:41:36.000;91144;71552.3152;19422;90;85265.7535;6.772837E+6;54050346.0
859;Dependable Plumbing and Sewer;1550 Ridge Rd.;25;43;29/09/1987 16:22;1971-03-13 08:13:20.000;46727;42789.6304;3315;128;31353.9570;2.929656E+6;46319910.0
860;Lickmen Restoration;1235 Easton Rd.;40;43;15/07/2006 06:33;1987-01-19 04:01:36.000;86162;40432.9750;18083;57;8168.9985;4.20534E+6;84334544.0
861;Acturial Enterprises Ltd.;3148 cottonwood Ct.;18;44;20/05/2002 05:02;1971-04-19 16:41:36.000;89872;78996.9145;21428;221;36760.2146;2.347296E+6;489308032.0
862;Rythmics Ltd.;857 Woodbine Rd;30;32;30/12/1972 10:40;1971-03-27 05:33:20.000;49362;19374.0183;21864;183;27216.9860;2.928028E+6;140481419.0
863;Acturial Enterprises Ltd.;1482 Concorde Circle;48;36;03/12/1983 19:22;2006-12-23 21:21:36.000;94659;72430.9770;14226;74;8864.6849;9.308136E+6;4535784.0
864;Crosstracks Car Wash;218 Oakridge Ave.;39;42;08/08/1972 14:08;1998-01-19 08:53:20.000;20175;61270.7205;10145;33;98704.6440;7.96801E+6;517908672.0
865;Meonits & Mogogni Inc.;616 Cobblestone Cir.;17;30;13/05/1993 22:08;1996-10-10 16:06:40.000;36241;41287.2720;22906;26;39400.3280;6.621014E+6;551313120.0
866;Foy Aviation;2220 Grant Blvd.;50;34;30/06/1993 18:07;1978-11-25 00:00:00.000;8957.;72744.2096;13321;101;88859.5528;8.780726E+6;107364813.0
867;Ebert Music Center;12 Broadview Lane;29;4;09/05/1989 15:28;1972-01-28 15:20:00.000;18124;45494.7462;17469;206;90033.7886;4.884981E+6;57145842.0
868;janice Mann Accounting Service;1660 Park Ave.;9;25;01/12/1994 16:40;2005-06-29 18:48:16.000;91239;55789.0512;5052;227;36180.8690;173552.0;319697869.0
869;Johnson, Erico & Co CPA's;2922 Twin Oaks Drive;40;40;31/03/1997 09:20;2004-09-16 17:26:40.000;88764;19483.7911;7959;92;52640.2800;7.55221E+6;758428800.0
870;Corbins, Rodriguez, & Savocchi;115 Pleasent Ave.;18;18;12/05/2002 11:40;1990-12-29 19:46:40.000;37910;75681.7031;14683;94;29842.6977;829021.0;556351640.0
871;Nina's Snow Plowing;3385 University Ave.;20;30;02/09/2000 14:07;1971-12-20 06:53:20.000;36777;98360.1370;29283;78;48230.6812;6.966709E+6;285020435.0
872;Darcy Frame and Matting Servic;1101 Deerfield Place;47;48;21/03/1970 00:28;1993-04-25 18:46:40.000;7200.;95831.0316;4164;174;93704.1492;6.072192E+6;144587052.0
873;Marks, Marks, and Kaplan Ltd.;1949 Cloverdale Rd.;9;39;18/09/1982 02:20;1996-01-13 19:06:40.000;68262;73070.9657;8424;74;77344.7587;769440.0;223905864.0
874;Air India;511 Hill;38;17;18/11/2001 20:42;1986-08-10 04:08:16.000;80920;34448.4657;21360;176;87584.2014;5.814334E+6;310651200.0
875;Nitelites Party Rental;1660 Park Ave.;34;50;28/08/2004 08:48;1990-08-27 04:21:36.000;77860;44814.9488;25817;97;34865.8955;7.05374E+6;87245253.0
876;Dean Barnett Furniture Repair;616 Cobblestone Cir.;9;29;05/03/2003 21:33;2007-04-11 05:54:56.000;24426;70844.0568;6588;48;27700.7050;8.778804E+6;291233558.0
877;Air France;1019 Deerfield Rd.;1;9;10/08/1983 22:47;2000-02-14 17:06:40.000;47569;2340.9704;7269;32;53341.9840;4.589118E+6;751007316.0
878;Metro Appliance Service;929 Brittany Ave.;16;40;26/04/2004 11:35;2001-03-10 18:26:40.000;95055;7488.4836;31704;247;10000.4220;8.983912E+6;231309988.0
879;Got It All Electronics Supply;2870 Skokie Rd.;13;18;16/04/1987 09:27;1986-11-08 18:53:20.000;50120;58100.2676;29013;55;70488.7412;4.24936E+6;89546163.0
880;Nitelites Party Rental;2505 Allison ct.;23;20;09/08/2004 20:22;1993-10-27 23:13:20.000;49690;69584.9560;751;198;1063.6411;772160.0;8523018.0
881;Glenn Oaks Office Supplies;965 Marion Place Apt. 65C;37;47;25/06/1998 19:40;1996-10-18 01:53:20.000;68752;50006.8803;20936;224;89037.7995;632250.0;257294966.0
882;George Lee Antiques;872 Virginia Rd.;15;9;04/03/1989 15:08;2005-11-30 20:26:40.000;54310;29576.9960;22239;4;92740.1400;3.939817E+6;65729271.0
883;Lutz Soft Cloth Car Wash;1704 Ridgelee Rd;47;38;13/05/2004 17:55;2006-04-09 08:21:36.000;57924;4505.0395;2824;224;87448.3170;9.965774E+6;5155426.0
884;Lee Stairworks and Carpentry,;1875 Roger Williams Ave.;19;34;27/04/2004 22:07;1978-07-30 07:14:56.000;40584;85920.6124;8425;96;3581.8348;1.405178E+6;757291360.0
885;Darcy Frame and Matting Servic;1619 Judson Ave. Apt #34B;17;9;15/01/1986 19:07;2005-03-31 22:54:56.000;45848;92335.3175;7827;231;40080.8148;5.444634E+6;301075216.0
886;Masterlands Cleaning;3062 Lindenwood Ln.;44;1;02/07/2006 01:27;2001-05-21 03:40:00.000;99926;11635.1140;21554;100;36338.8268;3.074083E+6;202300812.0
887;Pac Builders;425 Lake Ave.;36;16;12/09/2006 07:13;1983-12-15 18:13:20.000;74238;20316.6805;11077;248;81760.1568;8.786052E+6;98641230.0
888;Crosstracks Car Wash;302-A Crestwood Village Rd.;38;13;15/06/2004 12:47;1971-09-23 19:53:20.000;58140;86207.4424;30447;222;46339.0626;3.236384E+6;3737178.0
889;Doll House Rock;788 Tennyson Ave.;44;23;18/11/1974 09:47;2005-03-16 10:01:36.000;5039.;46602.0575;25812;8;50636.7810;5.32611E+6;679302600.0
890;Corbins, Rodriguez, & Savocchi;632 Florence Dr.;11;37;29/07/2006 16:07;1977-06-02 01:40:00.000;60564;89016.5816;5357;6;58048.0075;5.325931E+6;412552173.0
891;DBN Bank;1920 Sunnyside Ave.;1;15;22/06/1971 09:28;2000-08-10 11:01:36.000;58312;62567.3750;17520;152;99232.8342;2.216813E+6;99180.0
892;Funnyface Amusement Games;201-C Frontage Rd.;6;47;30/01/1986 09:07;1992-08-15 07:26:40.000;43550;80442.6909;12253;78;82601.3200;257594.0;93516885.0
893;DBN Bank;1875 Roger Williams Ave.;14;19;16/06/2000 22:33;2003-07-24 18:21:36.000;71225;52291.5690;30051;208;12720.1807;7.278228E+6;1836800.0
894;Keyth Contracting and Repair;1660 Park Ave.;49;17;13/02/1985 07:22;1970-03-02 21:06:40.000;32905;53616.0742;23085;240;2258.5664;8.083896E+6;97829444.0
895;Myers Chocolates and Confectio;1975 elmwood Circle;14;44;11/01/1993 13:47;1998-01-26 07:33:20.000;38616;92166.4853;21670;86;29050.0815;9.642344E+6;8863335.0
896;North West Gas Co.;1486 Old Deerfield Rd.;18;36;09/03/1993 06:53;2006-03-02 02:41:36.000;34830;44478.4552;17471;248;46954.3476;417600.0;99853056.0
897;Glenn Oaks Office Supplies;1701 W. Mellody Rd.;39;38;03/07/1978 08:47;2004-05-23 00:08:16.000;86455;3092.0397;1506;176;29150.9808;6.254208E+6;803347655.0
898;Hibop Heating and Air Conditio;201-C Frontage Rd.;18;44;07/04/2004 04:27;1997-03-08 05:46:40.000;14110;67432.7533;19464;110;4510.7035;9.47308E+6;71563604.0
899;Kapp Camera and Video;242 Ashland Ave.;29;11;05/02/2003 20:55;1993-03-22 00:26:40.000;95384;25472.8460;10541;224;9636.3069;3.072812E+6;197206180.0
900;Metro Appliance Service;1450 Harding Ave.;49;1;28/11/1989 12:40;1977-12-14 06:01:36.000;56200;32800.8456;714;32;31388.5791;1.17236E+6;65786640.0
901;Hibop Heating and Air Conditio;225 Jeffrys Place;8;6;15/07/1970 04:20;2000-12-12 03:20:00.000;87938;73260.8160;20964;52;46596.3782;5.585022E+6;270840700.0
902;John G. Hartling Ltd.;12 Craven Way;38;14;26/07/1970 09:02;1993-05-02 17:26:40.000;13400;20250.2272;21591;184;63450.3300;2.016056E+6;25116414.0
903;Hardee Woodwork Ltd.;1550 Ridge Rd.;14;49;01/03/2002 16:27;2001-05-14 05:54:56.000;8510.;60728.3098;13131;158;8101.1852;5.379088E+6;304018542.0
904;AAA Daniels Antiques;14836 W. River Oaks Dr.;37;14;14/03/1970 10:53;2004-12-13 23:08:16.000;56656;9370.5742;20339;182;38989.7235;5.828192E+6;591920535.0
905;Dapper's Antiques;2510 Crain;7;18;22/09/1990 19:15;1987-01-30 10:13:20.000;37824;12254.1935;14649;148;25692.6328;9.23153E+6;25194484.0
906;Camp Stuff;42 Valley Rd.;8;39;01/09/1990 04:33;2000-10-26 18:46:40.000;30388;46496.2640;14557;116;37180.4756;3.629475E+6;57496160.0
907;Pac Builders;2267 Anderson Lane;23;18;14/06/1994 14:20;1992-06-03 09:26:40.000;94848;18350.0421;22646;172;30790.4320;7.971218E+6;370901795.0
908;Corbins, Rodriguez, & Savocchi;1660 Park Ave.;41;29;24/04/2001 22:47;1972-04-11 17:06:40.000;49456;25884.3592;20081;164;87250.2352;9.0184E+6;357686795.0
909;Elm Place Business Supplies;969 Saxony Drive;2;49;10/11/2004 15:20;1993-10-31 01:28:16.000;47800;88792.4932;2120;252;57664.3641;75670.0;37199169.0
910;Parkway Auto Body;1860 Parkside Ln.;16;8;16/09/2002 02:20;2001-10-06 07:13:20.000;82567;4740.6771;18565;226;81422.8384;7.693856E+6;100674312.0
911;Esmarda Chemical Manufacturers;77 Blackhawk Rd;22;38;26/07/2003 10:20;2006-02-10 15:33:20.000;34364;81275.1977;5778;159;36896.4992;4.876819E+6;616763009.0
912;Lake Shore Publishing;1233 Arbor Rd.;10;14;27/12/2001 21:33;1986-12-29 08:01:36.000;55208;82534.1692;31857;90;16984.7284;9.330641E+6;539941454.0
913;Pivot Point College;1233 Arbor Rd.;7;37;31/05/1972 23:40;1985-04-18 19:20:00.000;25204;24775.1668;1424;192;33696.1242;6.43648E+6;260780436.0
914;Myers Chocolates and Confectio;12 Fort Sheriden Ave.;32;7;20/05/1980 00:35;2000-02-03 12:53:20.000;67710;2664.1385;28568;225;15612.3270;1.67373E+6;182496018.0
915;BBQ Smith's Tex Mex;3181 Barkwood Ct.;48;8;25/02/2000 04:00;1987-07-17 07:00:00.000;558.2;60000.9008;7896;216;67225.0410;2.198163E+6;395245760.0
916;Elm Place Business Supplies;2632 Prarie Ln.;46;23;30/09/1987 20:08;2000-05-16 05:26:40.000;11488;51108.7232;7647;124;94048.4381;5.42517E+6;684086747.0
917;Air Indonesia;857 Woodbine Rd;25;41;18/07/2000 12:08;1986-10-13 23:41:36.000;67861;87076.9424;10520;108;20988.2050;5.98944E+6;306784926.0
918;Woodworks Co.;12 Craven Way;23;2;12/07/2003 03:55;2002-05-05 13:00:00.000;24268;14006.6952;943;128;78452.0288;6.605176E+6;144481072.0
919;Myers Chocolates and Confectio;899 Harvard Ct;24;16;30/06/1986 15:55;1992-10-08 00:20:00.000;58564;18108.3876;10191;208;99340.8580;7.29321E+6;13709505.0
920;Michael Montgomery Hair Saloon;726 White Oaks Ave.;38;22;17/02/2001 01:20;1970-05-07 04:46:40.000;38714;48724.4359;20672;246;49412.6530;296435.0;551579688.0
921;Funnyface Amusement Games;746 Judson Place;14;10;15/06/1993 17:00;2002-11-02 12:13:20.000;80439;81468.2128;22961;87;69874.8840;519680.0;610307904.0
922;Hart Corporation;854 Woodbine;12;7;28/07/2000 03:27;1974-02-14 18:53:20.000;17456;96249.0559;8310;28;68721.7352;3.860442E+6;610629800.0
923;Esmarda Chemical Manufacturers;1101 Deerfield Place;27;32;20/06/1996 09:40;1983-04-13 05:33:20.000;60675;44318.4675;7109;163;41066.1616;8.001348E+6;46428096.0
924;Dapper's Antiques;367Bluebird Terr.;7;48;14/01/1970 01:08;2007-03-01 16:41:36.000;45364;95364.5320;13427;254;91880.6200;6.048165E+6;115156965.0
925;Griffith Paving and Sealcoatin;1126 Hillcrest Ave;10;46;06/05/1985 21:40;1974-06-02 18:48:16.000;2818.;16325.7520;13050;194;2620.6784;6.418588E+6;40349088.0
926;Got It All Electronics Supply;1949 Cloverdale Rd.;50;25;13/09/2000 02:48;1989-08-19 11:54:56.000;84625;92000.4733;14927;133;30018.6230;7.462736E+6;72819360.0
927;Palmer Golf Supplies;224  Highwood Ave.;47;23;02/06/2004 05:53;2000-09-26 21:54:56.000;98650;18441.8606;13354;48;37783.0768;8.94752E+6;402244062.0
928;North Shore Appliance Service;616 Cobblestone Cir.;29;24;09/08/1977 08:33;2004-05-05 15:28:16.000;9690.;2439.0884;26384;112;8600.8947;9.602632E+6;169957519.0
929;Cradle the Call;886 Yale Lane;47;38;23/10/1975 13:40;1994-12-01 05:33:20.000;4208.;70460.0111;10464;119;93677.3600;7.427695E+6;44035936.0
930;Hart Corporation;1575 Oakwood Ave.;29;14;26/08/2000 08:20;2000-10-22 13:41:36.000;8854.;77159.2067;9603;16;5904.4180;4.609243E+6;242759524.0
931;Glenn Oaks Office Supplies;218 Oakridge Ave.;25;12;06/10/1975 12:35;1989-07-25 09:53:20.000;65892;54192.7212;2885;12;86228.2344;4.64831E+6;66353268.0
932;Palmer Golf Supplies;1714 Clifton Rd.;47;27;15/05/2007 23:15;1972-07-02 13:14:56.000;90358;61985.4845;180;184;24016.6270;1.994728E+6;354679688.0
933;Marks, Marks, and Kaplan Ltd.;1954 First St.;30;7;29/10/2006 09:08;1989-12-12 00:54:56.000;53880;52320.1000;9870;244;23472.6000;7.283132E+6;447696960.0
934;North Park Lighting Galleries;917 Fairview Ave.  Apt. 982;47;10;07/09/1998 21:27;1971-11-03 14:41:36.000;65844;4285.5023;2243;49;13500.3174;2.908248E+6;244487142.0
935;Brand Y Creative Services;5518 Madison St.;49;50;29/07/1971 02:47;1977-02-25 14:01:36.000;12770;75949.1000;27867;152;54496.4198;7.340672E+6;403425520.0
936;Percy Photography;1101 Deerfield Place;28;47;12/02/1983 01:07;2006-12-24 06:26:40.000;55909;51354.4352;27083;124;64908.6304;3.369372E+6;835857024.0
937;Pete's Auto Repair;1715 Chicago Ave.;13;29;22/10/1992 05:15;2005-05-24 14:46:40.000;13000;91520.5952;8808;4;85552.3341;4.403024E+6;307533646.0
938;John G. Hartling Ltd.;368 Woodland Rd.;5;47;28/08/2006 13:15;2001-07-16 00:34:56.000;48242;38800.9704;9246;204;37262.8268;8.15177E+6;418397472.0
939;Tub's Furniture Store;21 Lakeview Terrace #2312;20;29;11/02/1985 08:53;1972-09-07 16:21:36.000;77767;74330.5520;28762;72;94646.7599;3.229577E+6;35459226.0
940;Ampro Office Team Ltd.;872 Virginia Rd.;20;25;06/11/2006 08:00;1975-03-23 09:46:40.000;76237;61780.0896;8973;175;38609.3768;3.287776E+6;91360962.0
941;Griffith Paving and Sealcoatin;2148 Eastview Dr.;35;47;23/05/1980 04:20;2004-10-24 01:54:56.000;40122;78600.6428;5011;16;62436.2456;7.792241E+6;529433960.0
942;Shaggy's Grooming Services;77 Blackhawk Rd;49;30;01/12/2005 04:02;2000-12-04 15:06:40.000;79787;9017.5588;23014;197;35640.1072;920236.0;67606748.0
943;Nitelites Party Rental;511 Hill;13;47;29/03/1970 12:00;1993-08-06 02:20:00.000;2230.;40311.6590;11400;228;58709.2552;9.212183E+6;298189500.0
944;Mac Computer Warehouse;1912 Old Briar Lane #2;24;49;02/12/2005 00:13;2000-02-22 11:21:36.000;5568.;67408.4168;848;146;3460.0040;6.58714E+6;44446725.0
945;Crossroads Construction, Inc.;2644 Princeton Ln.;18;28;05/08/1980 22:47;1978-09-13 19:40:00.000;11250;21080.8268;57;88;74176.2034;4.205071E+6;609727968.0
946;Masterlands Cleaning;115 Judson Rd.;15;13;09/11/2000 22:42;2004-02-09 18:40:00.000;63109;10488.5830;20131;94;44110.5801;2.217688E+6;745313268.0
947;Myers Chocolates and Confectio;812 North Ave.;25;5;16/04/2006 18:35;2006-08-21 14:34:56.000;7346.;88910.5974;28990;180;48990.9231;4.351483E+6;547899132.0
948;Kermit the Pet Shop;872 Virginia Rd.;43;20;20/11/1996 03:20;1977-05-15 17:00:00.000;73640;93596.8343;7839;140;76045.7674;1.050834E+6;34513434.0
949;AAA Daniels Antiques;302-A Crestwood Village Rd.;20;20;30/01/1972 06:13;1989-02-11 00:26:40.000;240.4;54978.9296;1158;189;89345.4471;7.022464E+6;138919274.0
950;Futoons Cartoons Emporium;10 Marquette Rd.;17;35;15/03/1971 23:22;2001-04-21 17:06:40.000;37374;49147.9862;28317;204;98650.6550;5.142975E+6;94458540.0
951;Hibop Heating and Air Conditio;210 Cresant Rd.;45;49;11/04/2005 07:13;2006-02-01 04:14:56.000;36781;384.4294;6156;198;54556.3119;25640.0;565321708.0
952;MedicServe Medical Supply;1234 Devonshire Court;29;13;31/05/2005 20:22;2000-07-19 03:40:00.000;14322;70210.0320;14156;24;19688.9602;6.086106E+6;827493088.0
953;Camp Oconomowoc;812 North Ave.;17;24;06/04/1992 23:40;1994-12-20 21:46:40.000;85436;14384.8858;28050;5;38772.4168;1.332322E+6;671583054.0
954;Kosmo Consulting;225 Jeffrys Place;39;18;29/01/1978 22:13;1989-06-02 04:06:40.000;79068;29793.9136;31290;128;63998.4710;2.06538E+6;20265024.0
955;Nirabi Auto Service;581 Hill St. Apt. 234;33;15;14/09/1987 07:40;1989-12-02 11:06:40.000;77316;68396.5597;30750;64;79845.5518;6.222162E+6;5186718.0
956;Salt & Pepper Catering Service;334 Lynn Terrace;30;25;12/07/1978 15:00;2003-10-09 03:41:36.000;1517.;14438.8235;1692;192;80030.7568;7.232891E+6;136223178.0
957;Air France;865 Old Tall Tree Lane;17;43;06/03/2007 07:48;2001-08-02 09:14:56.000;44673;38660.1988;20892;23;40545.1216;4.086452E+6;88744300.0
958;Lambert & Locke Legal Services;10 Marquette Rd.;25;20;20/03/2000 06:40;1970-02-08 04:40:00.000;25790;78606.5346;22509;50;17454.3625;2.093325E+6;279317129.0
959;Esmarda Chemical Manufacturers;1859 Green Bay Rd.;35;17;28/07/1980 03:40;2004-05-30 07:53:20.000;53134;40244.6127;18735;166;91736.6760;781288.0;281960778.0
960;Glenwood Credit Union;406 Trinity Ct.;50;45;07/02/1993 15:47;1971-11-26 18:14:56.000;83474;90724.7000;18686;227;9100.1540;7.91464E+6;178865925.0
961;janice Mann Accounting Service;872 Virginia Rd.;6;29;01/03/1989 12:53;1985-11-27 00:40:00.000;59250;92728.9687;12699;23;55063.9863;7.144806E+6;36925247.0
962;Camp Oconomowoc;115 Pleasent Ave.;3;17;03/02/2005 14:53;2006-06-01 08:06:40.000;32208;87874.6857;24823;28;51080.2710;560400.0;42740658.0
963;Doll House Rock;120 high St.;10;39;04/08/2004 21:40;2001-03-25 09:33:20.000;89240;58418.6184;2586;243;44576.9528;6.840634E+6;70703948.0
964;Hibop Heating and Air Conditio;929 Brittany Ave.;28;33;22/07/1980 08:47;2004-07-11 21:54:56.000;42491;82788.2353;14450;59;44228.2923;8.377947E+6;575622306.0
965;Mail Boxes Et. Al.;115 Pleasent Ave.;42;30;10/08/2002 18:20;1983-12-25 00:26:40.000;83585;88600.5715;1158;76;60432.0320;9.518362E+6;144164202.0
966;Smith Communications Inc.;872 Virginia Rd.;29;17;24/07/1975 19:53;1993-12-18 15:08:16.000;20896;93288.1747;18909;200;79135.3900;1.23508E+6;213168544.0
967;Rythmics Ltd.;1155 Ridgewood Drive;2;25;20/04/1986 16:53;1970-05-15 23:53:20.000;84432;1457.9057;12204;40;32495.4370;6.359539E+6;162293448.0
968;Hi-Land Art & Frame;12 Craven Way;37;35;29/09/1998 21:13;2006-01-05 22:26:40.000;94600;67608.9480;2901;109;73696.2968;9.37376E+6;57887748.0
969;American Deli Workers Union;807 Old Trail Rd.;36;50;24/05/1993 17:13;1996-11-29 09:33:20.000;9656.;58752.8368;5988;41;79191.9988;2.898304E+6;88262073.0
970;Shaggy's Grooming Services;201-C Frontage Rd.;40;6;17/02/1996 23:33;2000-10-29 06:13:20.000;66174;19242.6850;3975;188;93261.8556;2.36152E+6;159971280.0
971;Glenn Oaks Office Supplies;1954 First St.;20;3;11/11/2003 19:22;2002-01-29 21:20:00.000;95743;98164.2463;28905;252;83584.2160;5.05568E+6;32478853.0
972;Schnitzer Denist College;218 Oakridge Ave.;5;10;05/11/2000 19:07;1989-02-01 09:08:16.000;95940;98785.0370;26151;80;614.0308;2.93798E+6;35340624.0
973;Doll House Rock;1547 Knolwood Rd.;28;28;29/05/1987 16:20;1982-04-03 16:40:00.000;5027.;52865.3146;5798;20;26251.9183;6.877504E+6;930017330.0
974;Mac Computer Warehouse;4763 Blackhawk Rd.;18;42;27/06/2005 11:15;1992-01-13 10:53:20.000;9565.;3150.4670;29256;106;33804.9350;2.076248E+6;22038704.0
975;Bill's Dive Shop;2148 Eastview Dr.;8;29;18/11/2006 00:15;2000-08-08 08:08:16.000;89260;70170.2250;19686;88;87616.5952;4.11289E+6;117861104.0
976;Pac Builders;865 Old Tall Tree Lane;44;2;27/11/2000 09:48;1990-12-17 09:48:16.000;23032;35490.8108;18039;126;1046.6006;8.534444E+6;302005352.0
977;Marks, Marks, and Kaplan Ltd.;1770 first St.;14;37;10/10/1972 02:08;2003-06-25 19:54:56.000;19321;29044.9376;26638;159;48474.8964;8.71562E+6;361808340.0
978;PGS Associates;21 Lakeview Terrace #2312;48;36;10/08/1994 15:02;1994-11-06 22:13:20.000;55840;62945.3336;16884;160;48120.2960;1.9592E+6;565695776.0
979;Parties Galore Golf Course;12 Skokie Valley Rd.;22;40;26/11/1978 20:27;2006-12-16 23:48:16.000;33900;65468.8632;9302;252;45355.8766;1.354422E+6;591584817.0
980;Nirabi Auto Service;844 Spruce St.;35;20;01/10/1990 17:53;2006-09-15 19:40:00.000;93407;46076.5705;29539;6;42242.9095;7.396239E+6;321745941.0
981;Lake Shore Beaches;1633 McGovern place;12;5;10/08/2006 12:22;1974-06-29 18:46:40.000;45923;84464.1746;7113;175;73699.5670;7.130823E+6;20231054.0
982;Chicagoland Cleaners;1220 Heather Lane;44;28;12/07/1975 02:20;1983-11-30 00:26:40.000;97784;14124.0086;3447;12;34628.4960;1.778574E+6;115331992.0
983;Ampro Office Team Ltd.;1185 County line Rd.;45;18;10/02/2001 10:13;2005-10-26 06:54:56.000;32236;97580.3832;3206;60;44561.3358;4.971774E+6;8038153.0
984;Pac Builders;785 Highland place;14;8;15/02/1977 13:07;2006-06-30 05:26:40.000;74912;13168.1992;5004;64;56123.0580;9.581904E+6;39657237.0
985;Highland Lanes;1920 Sunnyside Ave.;48;44;27/05/1970 04:35;1977-11-18 18:54:56.000;43284;73888.8143;6244;255;3200.6464;988738.0;775149264.0
986;Lidhal design Corp.;465 Stratford Rd.;47;14;16/12/1972 04:15;2005-11-09 01:33:20.000;92320;50040.8883;22092;176;17584.7721;5.649116E+6;77893382.0
987;Keyth Contracting and Repair;1831 Beverly Place #9D;30;48;27/01/2006 22:13;1992-11-18 22:54:56.000;93169;40400.9104;1947;191;73174.3480;8.541773E+6;477660040.0
988;Perimeter Security Consultants;1077 Court Ave.;20;22;11/05/2001 10:20;1996-11-25 13:08:16.000;43736;25648.0014;5890;124;89492.1184;374255.0;324326200.0
989;Block Boats and Lures;1975 elmwood Circle;17;35;08/10/1990 16:33;2002-07-22 03:54:56.000;43420;37293.7240;16360;234;38400.6908;1.892696E+6;190667008.0
990;Griffith Paving and Sealcoatin;669 Kikaid;2;12;16/10/2004 19:40;1975-11-04 02:26:40.000;81600;35889.1382;24060;210;50096.6109;3.408588E+6;807177582.0
991;Lickmen Restoration;1575 Oakwood Ave.;23;44;17/07/2000 00:47;1994-03-21 14:26:40.000;69136;99328.5444;20565;112;23028.9736;3.137422E+6;6723204.0
992;Lidhal design Corp.;12 Walker Ave.;6;45;22/02/1994 23:33;1983-07-27 14:20:00.000;24220;86288.8264;3979;64;70736.2072;6.54008E+6;83352426.0
993;Elle Hypnosis and Therapy Cent;244 Briar Ln;45;14;26/10/2001 06:07;2000-06-25 13:00:00.000;81324;10625.6704;19218;227;61612.2181;9.821704E+6;23285325.0
994;Johnson, Erico & Co CPA's;3181 Barkwood Ct.;8;48;17/01/1993 19:47;2006-02-06 23:08:16.000;38356;89073.4795;29916;26;10550.7615;784619.0;602992653.0
995;Energy Source Diet Centers;231 Sheriden Rd.;7;47;22/06/1987 12:33;1997-07-04 08:06:40.000;27488;77022.4480;1203;200;39500.6188;2.97088E+6;60823728.0
996;Pete's Auto Repair;654 Walnut Rd.;20;30;01/12/1972 03:08;2006-02-29 06:41:36.000;27126;24953.9059;24894;157;73250.6320;1.786198E+6;46676400.0
997;Air Barbados;886 Yale Lane;31;20;03/04/1974 05:47;2004-09-12 06:34:56.000;18770;78094.9471;22028;172;94330.5988;942144.0;424778480.0
998;Eva Galler Galleries Inc.;618 Sheriden rd.;35;17;01/05/1987 01:28;1985-11-01 21:08:16.000;84426;55336.1295;27648;112;34750.9336;6.799312E+6;68544123.0
999;Lickmen Restoration;1875 Roger Williams Ave.;9;2;17/11/2005 22:42;2003-10-13 00:06:40.000;90728;42004.8492;4984;28;28890.8960;6.67429E+6;268504423.0
